"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","view_history","state_1_ids","state_1_key","state_1_choice","state_1_rt","transition","state","state_2_ids","state_2_key","state_2_choice","state_2_rt","outcome","rocket_colors","planet_colors","screen_resolution","minimum_resolution","trial","drifts","drift_ix","browser_interactions","missing","responses","num_errors","interactions"
"true","false","[]","[]","[]","preload","0","160","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","2255","0.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","4568","0.0-2.0","2311.300000011921","<p>You are starting a demo of the <b>two-step task.</b></p><p>To see the instructions, press the ""1"" key. To skip them, press the ""2"" key.</p>","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-instructions","3","8364","0.0-4.0","3794.899999976158","","","[{""page_index"":0,""viewing_time"":1527.699999988079},{""page_index"":1,""viewing_time"":1306.800000011921},{""page_index"":2,""viewing_time"":960.1000000238419}]","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","two-step-trial","4","14137","0.0-5.0-0.0","","","","","[0,1]","1","1","2394","1","1","[2,3]","0","2","1364.3999999761581","1","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","1","[0.6,0.51,0.387,0.388]","0","0","false","","",""
"","","","","","two-step-trial","5","18919","0.0-6.0-0.0","","","","","[0,1]","1","1","1081.4000000357628","0","0","[0,1]","0","0","1692.300000011921","1","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","2","[0.6,0.49,0.376,0.364]","0","0","false","","",""
"","","","","","two-step-trial","6","22821","0.0-7.0-0.0","","","","","[0,1]","1","1","576.8000000119209","1","1","[2,3]","0","2","1306.5","1","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","3","[0.612,0.488,0.376,0.385]","0","0","false","","",""
"","","","","","two-step-trial","7","25861","0.0-8.0-0.0","","","","","[0,1]","1","1","333.7999999523163","0","0","[0,1]","0","0","679.8000000119209","0","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","4","[0.659,0.517,0.37,0.352]","0","0","false","","",""
"","","","","","two-step-trial","8","29885","0.0-9.0-0.0","","","","","[0,1]","0","0","769.6999999880791","1","0","[0,1]","1","1","1228.5","1","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","5","[0.676,0.497,0.349,0.378]","0","0","false","","",""
"","","","","","two-step-trial","9","33060","0.0-10.0-0.0","","","","","[0,1]","1","1","241.69999998807907","1","1","[2,3]","0","2","907","0","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","6","[0.682,0.475,0.347,0.386]","0","0","false","","",""
"","","","","","two-step-trial","10","36099","0.0-11.0-0.0","","","","","[0,1]","1","1","226.80000001192093","1","1","[2,3]","1","3","800.7000000476837","0","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","7","[0.65,0.473,0.346,0.344]","0","0","false","","",""
"","","","","","two-step-trial","11","39585","0.0-12.0-0.0","","","","","[0,1]","1","1","706.1999999880791","1","1","[2,3]","0","2","769.4000000357628","1","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","8","[0.637,0.456,0.371,0.318]","0","0","false","","",""
"","","","","","two-step-trial","12","43178","0.0-13.0-0.0","","","","","[0,1]","1","1","255.9000000357628","0","0","[0,1]","1","1","1311.5","0","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","9","[0.637,0.443,0.354,0.311]","0","0","false","","",""
"","","","","","two-step-trial","13","45831","0.0-14.0-0.0","","","","","[0,1]","1","1","211.5","1","1","[2,3]","0","2","427.2000000476837","1","[""#a75248"",""#486ea7""]","[""#706081"",""#5b7c65""]","[1920,1080]","1","10","[0.63,0.435,0.315,0.32]","0","0","false","","",""
